Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
05/21/2018,NYPD,3. Non-Critical,638,3.67,172.72,,,,,524.91,1402.35,1394.89,3,143,,,,,130.5,419,838,14.62,5.87,,,2.82,0.06,,
05/21/2018,NYPD,1. Critical,1148,3.56,116.02,,,,,220.57,414.40,394.67,3,88,,,,,61.5,128.5,312,3.23,1.74,,,1.87,0.06,,
05/21/2018,NYPD (Non-CIP),Alarms,2611,3.74,123.84,,,,,817.65,3211.79,3211.28,3,107,,,,,309,1224,1911,39.90,11.56,,,2.00,0.06,,
05/21/2018,NYPD (Non-CIP),Past Crime,3310,3.76,209.06,,,,,1069.79,4296.10,4200.36,3,178,,,,,312,1787,2630,53.77,14.35,,,3.42,0.06,,
05/21/2018,NYPD (Non-CIP),Vehicle Accident,3970,3.93,169.26,,,,,1040.65,4415.75,4320.22,3,143,,,,,360.5,2138.5,2993.5,56.25,14.52,,,2.76,0.07,,
05/21/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,211,3.78,105.39,,,,,397.21,1497.95,1496.58,3,80,,,,,135,721,1129,18.35,4.86,,,1.69,0.06,,
05/21/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,355,3.63,163.09,,,,,260.48,2233.60,1030.73,3,137,,,,,55,1244,424,32.89,1.62,,,2.66,0.06,,
05/21/2018,NYPD (Non-CIP),Dispute,5419,3.64,175.60,,,,,918.78,2947.44,2921.40,3,149,,,,,240,875,1605,33.81,12.39,,,2.87,0.06,,
05/21/2018,NYPD (Non-CIP),Other Crimes (In Progress),3165,3.77,160.06,,,,,512.30,1211.73,1205.70,3,132,,,,,120,330,697,11.66,5.87,,,2.60,0.06,,
05/21/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1616,3.71,171.42,,,,,792.56,2422.51,2395.65,3,151,,,,,241,731,1347.5,27.17,10.35,,,2.80,0.06,,
05/21/2018,NYPD (Non-CIP),Possible Crimes,10462,3.66,142.95,,,,,841.78,3276.39,3178.22,3,108,,,,,260,1176,1819,40.58,11.65,,,2.32,0.06,,
05/28/2018,EMS,2. Non-Life Threatening Med Emergencies,14834,3.88,82.53,,,91.07,102.66,220.53,814.93,695.37,3,87,,,13,40,85,489,557.5,9.91,2.21,0.17,0.17,1.31,0.06,,
05/28/2018,EMS,1. Life Threating Med Emergencies,10125,3.89,66.18,,,72.42,109.83,153.01,552.22,480.76,3,75.5,,,13,36.5,79,351.5,437,6.65,1.39,0.60,0.13,1.04,0.06,,
05/28/2018,FDNY,2. Non-Structural Fires,104,3.99,34.20,33.58,86.54,,,99.67,357.74,353.23,3,17.5,5,45,,,7,231,320.5,4.30,0.15,,,0.50,0.07,0.08,0.88
05/28/2018,FDNY,4. Non-Medical Emergencies,2768,3.82,130.00,47.76,102.09,,,193.63,506.80,470.35,3,26,5,46,,,7,273,388,5.22,0.19,,,2.10,0.06,0.09,0.91
05/28/2018,FDNY,3. Medical Emergencies,3600,3.82,238.20,,,70.69,232.92,263.80,541.78,458.23,3,116,,,5,51,6,260.5,392,4.63,0.43,2.03,0.08,3.89,0.06,,
05/28/2018,FDNY,1. Structural Fires,209,3.57,28.46,31.76,83.54,,,93.71,284.25,282.32,3,16,5,47,,,7,185,278,3.18,0.15,,,0.41,0.06,0.08,0.86
05/28/2018,NYPD,1. Critical,1167,3.79,109.98,,,,,203.84,388.94,372.67,3,82,,,,,55,135,312,3.09,1.56,,,1.77,0.06,,
05/28/2018,NYPD,3. Non-Critical,682,3.96,169.49,,,,,492.28,1241.06,1228.74,3,142,,,,,119.5,377,735,12.48,5.38,,,2.76,0.07,,
05/28/2018,NYPD,2. Serious,2639,3.74,117.86,,,,,242.09,537.51,519.81,3,90,,,,,71,188,400,4.92,2.07,,,1.90,0.06,,
05/28/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1552,3.68,175.09,,,,,817.86,2482.70,2465.41,3,151,,,,,218.5,687.5,1324.5,27.75,10.71,,,2.86,0.06,,
05/28/2018,NYPD (Non-CIP),Dispute,5778,3.78,175.71,,,,,853.98,2811.25,2787.95,3,150,,,,,218,863.5,1538,32.62,11.30,,,2.86,0.06,,
05/28/2018,NYPD (Non-CIP),Vehicle Accident,3930,3.99,168.82,,,,,994.35,4133.23,4061.20,3,144,,,,,341,1972.5,2767.5,52.31,13.76,,,2.75,0.07,,
05/28/2018,NYPD (Non-CIP),Other Crimes (In Progress),3265,3.78,163.00,,,,,450.87,1056.58,1049.79,3,133,,,,,111,319,655,10.10,4.80,,,2.65,0.06,,
05/28/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,179,3.89,93.96,,,,,509.09,1586.13,1570.68,3,75,,,,,127,649,1041,17.95,6.92,,,1.50,0.06,,
05/28/2018,NYPD (Non-CIP),Past Crime,3441,3.93,207.04,,,,,995.55,4309.18,4248.43,3,176,,,,,288,1797,2527,55.23,13.14,,,3.39,0.07,,
05/28/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,344,3.85,149.92,,,,,254.11,2453.24,1236.64,3,127,,,,,62,1257,432.5,36.65,1.74,,,2.43,0.06,,
05/28/2018,NYPD (Non-CIP),Possible Crimes,9612,3.73,146.81,,,,,802.20,3240.40,3137.19,3,111,,,,,245,1131.5,1749,40.64,10.92,,,2.38,0.06,,
05/28/2018,NYPD (Non-CIP),Alarms,2513,3.78,122.22,,,,,745.91,2959.43,2959.12,3,106,,,,,269,1101,1733,36.89,10.39,,,1.97,0.06,,
06/04/2018,EMS,2. Non-Life Threatening Med Emergencies,14796,3.45,84.72,,,93.71,113.51,212.40,808.60,685.30,3,86.5,,,12.5,39.5,86,491.5,564,9.94,2.03,0.29,0.18,1.36,0.06,,
06/04/2018,EMS,1. Life Threating Med Emergencies,9836,3.44,66.78,,,73.62,113.93,154.43,548.56,478.43,3,78.5,,,13,36.5,79,354.5,440,6.57,1.40,0.64,0.14,1.06,0.06,,
06/04/2018,FDNY,1. Structural Fires,246,3.28,36.85,35.53,91.20,,,99.65,297.25,294.18,3,18,5,48,,,7,193,280.5,3.29,0.15,,,0.56,0.05,0.08,0.93
06/04/2018,FDNY,4. Non-Medical Emergencies,2510,3.45,146.05,49.43,105.40,,,205.57,517.90,478.65,3,37,5,47,,,8,277,392,5.21,0.21,,,2.38,0.06,0.10,0.93
06/04/2018,FDNY,3. Medical Emergencies,3639,3.43,231.74,,,70.77,226.57,260.39,544.44,455.56,3,117,,,5,50,7,262,393,4.73,0.48,1.81,0.09,3.81,0.06,,
06/04/2018,FDNY,2. Non-Structural Fires,149,3.45,42.92,38.52,88.86,,,104.21,367.75,354.50,3,21,5,44,,,8,240,331,4.39,0.19,,,0.66,0.06,0.11,0.84
06/04/2018,NYPD,2. Serious,2573,3.38,117.68,,,,,238.95,557.42,536.77,3,89,,,,,68,189,396,5.31,2.02,,,1.90,0.06,,
06/04/2018,NYPD,1. Critical,1114,3.36,111.40,,,,,207.56,406.83,392.62,3,87,,,,,56,132,309,3.32,1.60,,,1.80,0.06,,
06/04/2018,NYPD,3. Non-Critical,719,3.28,174.15,,,,,511.70,1273.39,1267.70,3,142,,,,,114,351,751,12.69,5.63,,,2.85,0.05,,
06/04/2018,NYPD (Non-CIP),Vehicle Accident,3931,3.47,165.32,,,,,918.87,4134.62,4077.40,3,140,,,,,327,2020,2831,53.60,12.56,,,2.70,0.06,,
06/04/2018,NYPD (Non-CIP),Possible Crimes,9186,3.38,145.76,,,,,833.59,3198.97,3093.21,3,111,,,,,255.5,1175.5,1830.5,39.42,11.46,,,2.37,0.06,,
06/04/2018,NYPD (Non-CIP),Other Crimes (In Progress),3113,3.41,156.96,,,,,481.20,1171.02,1164.06,3,129,,,,,110,341,678,11.50,5.40,,,2.56,0.06,,
06/04/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,211,3.62,97.37,,,,,474.63,1769.79,1767.03,3,75,,,,,121,765,1155,21.59,6.29,,,1.56,0.06,,
06/04/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1575,3.24,172.31,,,,,785.56,2475.42,2445.32,3,151,,,,,210,769,1377,28.16,10.22,,,2.82,0.05,,
06/04/2018,NYPD (Non-CIP),Past Crime,3481,3.35,208.63,,,,,958.63,4080.57,3998.53,3,180,,,,,286,1791,2514,52.03,12.50,,,3.42,0.06,,
06/04/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,343,3.61,158.48,,,,,258.57,2425.32,1241.84,3,132,,,,,51,1238,445,36.11,1.67,,,2.58,0.06,,
06/04/2018,NYPD (Non-CIP),Alarms,2290,3.44,122.10,,,,,711.40,3135.62,3135.62,3,106,,,,,253,1246,1857,40.40,9.82,,,1.98,0.06,,
06/04/2018,NYPD (Non-CIP),Dispute,5401,3.39,172.10,,,,,875.66,2915.39,2903.81,3,145,,,,,236,921,1661,34.00,11.73,,,2.81,0.06,,
06/11/2018,EMS,2. Non-Life Threatening Med Emergencies,15154,3.69,82.49,,,92.91,114.48,218.71,830.91,702.03,3,87,,,13,40,88,507,573,10.20,2.19,0.35,0.21,1.32,0.06,,
06/11/2018,EMS,1. Life Threating Med Emergencies,10356,3.75,68.02,,,76.07,113.30,154.37,555.13,478.39,3,78,,,13.75,36.5,80.5,356,435.5,6.68,1.37,0.58,0.16,1.07,0.06,,
06/11/2018,FDNY,2. Non-Structural Fires,232,3.80,30.23,32.56,84.50,,,95.09,366.80,363.04,3,18,5,46,,,7,244,339.5,4.53,0.16,,,0.44,0.06,0.08,0.87
06/11/2018,FDNY,4. Non-Medical Emergencies,2709,3.83,119.61,51.32,103.84,,,180.74,490.93,461.00,3,31,5,46,,,7,274,386,5.17,0.19,,,1.93,0.06,0.09,0.88
06/11/2018,FDNY,3. Medical Emergencies,3895,3.72,224.64,,,72.91,219.72,257.93,537.16,451.23,3,117,,,5,50,6,261,394,4.65,0.55,1.87,0.10,3.68,0.06,,
06/11/2018,FDNY,1. Structural Fires,278,3.52,32.87,30.62,86.61,,,100.86,293.84,292.01,3,17,5,48,,,7,188,275,3.22,0.15,,,0.49,0.06,0.08,0.93
06/11/2018,NYPD,2. Serious,2655,3.70,113.60,,,,,246.97,575.32,549.34,3,88,,,,,71,187,395,5.47,2.22,,,1.83,0.06,,
06/11/2018,NYPD,1. Critical,1203,3.83,110.79,,,,,201.02,411.28,391.19,3,85,,,,,58,142,323,3.50,1.50,,,1.78,0.06,,
06/11/2018,NYPD,3. Non-Critical,731,3.84,169.93,,,,,627.79,1426.45,1410.10,3,143,,,,,140,397,795,13.31,7.63,,,2.77,0.06,,
06/11/2018,NYPD (Non-CIP),Dispute,5815,3.64,175.09,,,,,914.04,3030.02,3005.68,3,148,,,,,239,939,1656,35.27,12.32,,,2.86,0.06,,
06/11/2018,NYPD (Non-CIP),Possible Crimes,9355,3.63,148.61,,,,,826.34,3249.16,3143.08,3,117,,,,,246,1143,1744,40.38,11.30,,,2.42,0.06,,
06/11/2018,NYPD (Non-CIP),Vehicle Accident,4307,3.82,169.09,,,,,999.43,4381.95,4307.81,3,143,,,,,339,2035,2884,56.38,13.84,,,2.75,0.06,,
06/11/2018,NYPD (Non-CIP),Past Crime,3572,3.79,213.87,,,,,994.19,4268.06,4174.58,3,184,,,,,297.5,1798,2622.5,54.56,13.01,,,3.50,0.06,,
06/11/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1631,3.71,171.32,,,,,832.27,2656.83,2637.75,3,151,,,,,238,801,1469,30.41,11.02,,,2.79,0.06,,
06/11/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,225,3.78,100.05,,,,,488.19,1728.60,1674.05,3,80,,,,,147,832,1233,20.67,6.47,,,1.60,0.06,,
06/11/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,384,3.78,160.80,,,,,276.55,2433.65,1191.49,3,133,,,,,60,1227,432.5,35.95,1.93,,,2.62,0.06,,
06/11/2018,NYPD (Non-CIP),Alarms,2466,3.61,123.94,,,,,796.67,3119.26,3119.26,3,106,,,,,288,1225,1951,38.71,11.21,,,2.01,0.06,,
06/11/2018,NYPD (Non-CIP),Other Crimes (In Progress),3169,3.66,158.98,,,,,468.18,1180.24,1173.63,3,132,,,,,120,345,708,11.87,5.15,,,2.59,0.06,,
06/18/2018,EMS,2. Non-Life Threatening Med Emergencies,15722,4.25,77.22,,,87.61,90.87,238.72,872.62,741.13,3,87.5,,,13.5,41,90.5,522,595.5,10.57,2.61,0.06,0.20,1.22,0.07,,
06/18/2018,EMS,1. Life Threating Med Emergencies,10312,4.16,66.37,,,74.01,108.70,158.53,563.41,487.79,3,77,,,13.5,38,84.5,354.5,439,6.75,1.48,0.55,0.15,1.04,0.07,,
06/18/2018,FDNY,3. Medical Emergencies,3735,4.28,235.80,,,73.83,230.54,263.95,548.39,454.72,3,120,,,5,50,6,264,400,4.74,0.47,1.91,0.11,3.86,0.07,,
06/18/2018,FDNY,2. Non-Structural Fires,166,4.90,29.57,34.48,84.90,,,95.01,337.80,333.67,3,18,5,43,,,7,237.5,325.5,4.05,0.17,,,0.41,0.08,0.10,0.84
06/18/2018,FDNY,1. Structural Fires,236,3.80,29.79,33.61,87.36,,,97.05,297.87,296.23,3,17,5,49,,,7,191.5,287,3.35,0.15,,,0.43,0.06,0.09,0.90
06/18/2018,FDNY,4. Non-Medical Emergencies,2853,4.30,138.57,50.57,102.38,,,200.21,526.49,483.86,3,29,5,46,,,7,283,401,5.44,0.20,,,2.24,0.07,0.09,0.86
06/18/2018,NYPD,3. Non-Critical,694,4.01,174.09,,,,,513.78,1352.07,1318.69,3,146.5,,,,,143.5,399,778.5,13.97,5.66,,,2.83,0.07,,
06/18/2018,NYPD,1. Critical,1260,4.15,112.76,,,,,207.19,411.60,390.94,3,84,,,,,59,130.5,316.5,3.41,1.57,,,1.81,0.07,,
06/18/2018,NYPD,2. Serious,2779,4.05,117.62,,,,,234.22,552.23,531.21,3,90,,,,,72,193,405,5.30,1.94,,,1.89,0.07,,
06/18/2018,NYPD (Non-CIP),Vehicle Accident,4300,4.45,168.84,,,,,1016.57,4371.59,4305.82,3,142,,,,,372,2121,2966.5,55.92,14.13,,,2.74,0.07,,
06/18/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,231,4.83,98.68,,,,,512.41,1635.84,1589.68,3,80,,,,,139,671,1127,18.72,6.90,,,1.56,0.08,,
06/18/2018,NYPD (Non-CIP),Alarms,2575,4.23,123.66,,,,,880.48,3291.64,3291.64,3,106,,,,,296,1165,1895,40.19,12.61,,,1.99,0.07,,
06/18/2018,NYPD (Non-CIP),Past Crime,3639,4.31,210.92,,,,,1046.31,4293.53,4207.60,3,181,,,,,321,1878,2681,54.12,13.92,,,3.44,0.07,,
06/18/2018,NYPD (Non-CIP),Possible Crimes,9252,4.19,149.34,,,,,859.31,3339.59,3229.04,3,117,,,,,263,1174,1823,41.34,11.83,,,2.42,0.07,,
06/18/2018,NYPD (Non-CIP),Dispute,5692,3.95,176.33,,,,,932.39,3090.58,3074.28,3,150,,,,,257.5,982.5,1781.5,35.97,12.60,,,2.87,0.07,,
06/18/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1641,4.03,169.09,,,,,877.21,2596.55,2565.34,3,146,,,,,238,815,1465,28.66,11.80,,,2.75,0.07,,
06/18/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,356,4.05,149.83,,,,,268.21,2646.87,1202.90,3,130,,,,,64,1417.5,426,39.64,1.97,,,2.43,0.07,,
06/18/2018,NYPD (Non-CIP),Other Crimes (In Progress),3186,4.10,165.13,,,,,470.39,1164.86,1157.85,3,135,,,,,118,352,706.5,11.57,5.09,,,2.68,0.07,,
06/25/2018,EMS,1. Life Threating Med Emergencies,10226,3.70,68.10,,,76.38,120.18,163.70,560.09,481.04,3,75,,,14.5,38.5,84,357.5,437.5,6.61,1.54,0.70,0.17,1.08,0.06,,
06/25/2018,EMS,2. Non-Life Threatening Med Emergencies,15234,3.68,80.13,,,91.63,115.16,233.59,837.58,709.73,3,85,,,14,41.5,92,498,582,10.07,2.50,0.39,0.22,1.28,0.06,,
06/25/2018,FDNY,3. Medical Emergencies,4044,3.70,211.98,,,71.30,207.28,239.41,516.81,440.40,3,119,,,5,51,6,261,394,4.62,0.46,1.84,0.10,3.47,0.06,,
06/25/2018,FDNY,1. Structural Fires,234,3.45,32.70,31.51,89.33,,,101.09,298.16,296.04,3,17,5,50,,,7,187,282.5,3.28,0.15,,,0.49,0.06,0.09,0.96
06/25/2018,FDNY,4. Non-Medical Emergencies,3123,3.83,132.86,49.44,109.30,,,198.52,516.37,475.51,3,29,5,47,,,8,278,392,5.30,0.17,,,2.15,0.06,0.09,1.00
06/25/2018,FDNY,2. Non-Structural Fires,181,4.65,38.52,37.08,92.12,,,106.53,351.87,345.37,3,20,5,44,,,7,235,322,4.09,0.19,,,0.56,0.08,0.08,0.92
06/25/2018,NYPD,1. Critical,1245,3.62,110.40,,,,,202.01,389.80,382.67,3,82,,,,,55,132,306,3.13,1.53,,,1.78,0.06,,
06/25/2018,NYPD,2. Serious,2554,3.75,112.04,,,,,230.51,533.06,515.00,3,87,,,,,71,185,388,5.04,1.97,,,1.80,0.06,,
06/25/2018,NYPD,3. Non-Critical,682,3.92,161.79,,,,,457.57,1240.92,1236.79,3,134,,,,,116,435,813,13.06,4.93,,,2.63,0.07,,
06/25/2018,NYPD (Non-CIP),Vehicle Accident,4069,3.72,169.06,,,,,963.63,4152.33,4104.32,3,146,,,,,344,1997,2816,53.15,13.24,,,2.76,0.06,,
06/25/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1706,3.71,170.75,,,,,789.90,2505.26,2471.56,3,146,,,,,223.5,727,1387.5,28.59,10.32,,,2.78,0.06,,
06/25/2018,NYPD (Non-CIP),Alarms,2780,3.76,123.84,,,,,775.14,3051.82,3051.82,3,105,,,,,288.5,1194,1903.5,37.94,10.86,,,2.00,0.06,,
06/25/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,205,3.56,96.45,,,,,488.34,1652.13,1588.47,3,76,,,,,116,766,1050,19.40,6.53,,,1.55,0.06,,
06/25/2018,NYPD (Non-CIP),Past Crime,3519,3.75,208.58,,,,,986.89,4167.71,4074.87,3,177,,,,,292,1804,2581,53.01,12.97,,,3.41,0.06,,
06/25/2018,NYPD (Non-CIP),Possible Crimes,9515,3.66,148.32,,,,,804.50,3234.99,3090.60,3,113,,,,,250,1149,1746,40.51,10.94,,,2.41,0.06,,
06/25/2018,NYPD (Non-CIP),Other Crimes (In Progress),3157,3.78,157.36,,,,,410.85,1057.40,1055.22,3,129,,,,,113,334,666,10.78,4.22,,,2.56,0.06,,
06/25/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,347,3.64,156.31,,,,,279.34,2464.62,1271.52,3,135,,,,,63,1309,435,36.42,2.05,,,2.54,0.06,,
06/25/2018,NYPD (Non-CIP),Dispute,5835,3.57,174.73,,,,,851.84,2931.99,2909.48,3,148,,,,,236,901,1634,34.67,11.29,,,2.85,0.06,,
07/02/2018,EMS,1. Life Threating Med Emergencies,9686,3.60,75.99,,,84.15,148.52,190.45,588.46,514.20,3,78.25,,,13.5,39.5,83.5,358.25,457,6.63,1.91,1.10,0.17,1.21,0.06,,
07/02/2018,EMS,2. Non-Life Threatening Med Emergencies,13933,3.60,91.80,,,100.90,164.81,288.43,877.85,769.84,3,86.5,,,12.5,42,89.5,500.5,601,9.82,3.28,1.09,0.19,1.47,0.06,,
07/02/2018,FDNY,2. Non-Structural Fires,226,3.95,32.04,35.68,95.52,,,106.23,363.75,356.93,3,19,5,49,,,7,237.5,333,4.29,0.16,,,0.47,0.07,0.08,1.00
07/02/2018,FDNY,4. Non-Medical Emergencies,3178,3.70,156.63,49.38,104.93,,,223.13,537.37,489.75,3,27,5,47,,,8,274,388,5.24,0.21,,,2.55,0.06,0.09,0.93
07/02/2018,FDNY,3. Medical Emergencies,3863,3.61,247.86,,,72.45,242.35,275.88,554.04,459.36,3,122,,,5,52,6,259,400,4.64,0.47,2.10,0.10,4.07,0.06,,
07/02/2018,FDNY,1. Structural Fires,222,-46.68,31.57,33.39,85.52,,,99.79,304.08,292.77,3,17,5,46,,,8,197,286,3.40,0.17,,,1.30,-0.78,0.12,0.87
07/02/2018,NYPD,3. Non-Critical,673,3.63,159.72,,,,,474.91,1232.23,1212.10,3,134,,,,,110,389,704,12.62,5.25,,,2.60,0.06,,
07/02/2018,NYPD,1. Critical,1369,3.62,113.92,,,,,198.03,374.78,364.23,3,89,,,,,55,118,294,2.95,1.40,,,1.84,0.06,,
07/02/2018,NYPD,2. Serious,2787,3.58,115.18,,,,,243.23,546.45,515.66,3,90,,,,,68,187,391,5.05,2.13,,,1.86,0.06,,
07/02/2018,NYPD (Non-CIP),Past Crime,3490,3.53,214.79,,,,,922.16,3887.32,3802.85,3,179,,,,,260.5,1604.5,2316,49.42,11.79,,,3.52,0.06,,
07/02/2018,NYPD (Non-CIP),Alarms,2833,3.65,121.64,,,,,744.91,2952.82,2951.23,3,105,,,,,253,1179,1813,36.80,10.39,,,1.97,0.06,,
07/02/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,355,3.57,145.84,,,,,238.98,2232.90,1090.44,3,126,,,,,57,1223,405,33.23,1.55,,,2.37,0.06,,
07/02/2018,NYPD (Non-CIP),Other Crimes (In Progress),3281,3.56,158.09,,,,,414.35,1062.50,1054.87,3,131,,,,,105,329,658,10.80,4.27,,,2.58,0.06,,
07/02/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,201,3.44,100.28,,,,,421.38,1651.18,1646.89,3,80,,,,,104,701,1037,20.50,5.35,,,1.61,0.06,,
07/02/2018,NYPD (Non-CIP),Vehicle Accident,3524,3.59,168.43,,,,,929.72,3942.77,3901.70,3,143,,,,,299,1882,2714,50.22,12.69,,,2.75,0.06,,
07/02/2018,NYPD (Non-CIP),Possible Crimes,10028,3.56,145.68,,,,,768.72,2992.01,2879.62,3,113,,,,,232,1042.5,1580,37.05,10.38,,,2.37,0.06,,
07/02/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,2581,3.79,167.09,,,,,922.79,2651.58,2634.71,3,143,,,,,245,715,1450,28.81,12.59,,,2.72,0.06,,
07/02/2018,NYPD (Non-CIP),Dispute,5789,3.53,176.70,,,,,840.80,2852.35,2835.24,3,150,,,,,212,870,1541,33.53,11.07,,,2.89,0.06,,
07/09/2018,EMS,1. Life Threating Med Emergencies,9623,3.60,72.80,,,79.88,144.62,191.38,591.60,514.27,3,78.5,,,14,38,83.5,357.25,457.25,6.67,1.98,1.10,0.15,1.15,0.06,,
07/09/2018,EMS,2. Non-Life Threatening Med Emergencies,13833,3.59,88.67,,,97.23,162.31,276.45,876.97,769.18,3,85,,,13.5,41.5,90.5,515.5,594,10.01,3.13,1.11,0.18,1.42,0.06,,
07/09/2018,FDNY,1. Structural Fires,266,3.42,34.26,36.41,86.54,,,98.79,304.35,301.70,3,17,5,46,,,7,194.5,286,3.43,0.16,,,0.51,0.06,0.09,0.84
07/09/2018,FDNY,2. Non-Structural Fires,228,3.56,31.12,34.71,90.31,,,99.86,380.84,370.83,3,18,5,46,,,7,245,334.5,4.68,0.14,,,0.46,0.06,0.08,0.93
07/09/2018,FDNY,3. Medical Emergencies,3748,3.63,236.96,,,72.65,231.49,264.54,546.39,451.88,3,118,,,5,49,6,262,396,4.70,0.46,1.95,0.09,3.89,0.06,,
07/09/2018,FDNY,4. Non-Medical Emergencies,2777,3.68,174.36,49.07,104.32,,,238.59,549.36,501.18,3,29,5,46,,,7,278,391,5.18,0.20,,,2.84,0.06,0.09,0.92
07/09/2018,NYPD,2. Serious,2640,3.51,113.16,,,,,235.31,515.13,506.37,3,86,,,,,66,183.5,377,4.66,2.04,,,1.83,0.06,,
07/09/2018,NYPD,3. Non-Critical,715,3.65,166.88,,,,,434.80,1100.45,1093.15,3,136,,,,,111,376,731,11.09,4.47,,,2.72,0.06,,
07/09/2018,NYPD,1. Critical,1088,3.53,111.32,,,,,200.49,375.59,362.38,3,88,,,,,59,128,308,2.92,1.49,,,1.80,0.06,,
07/09/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,202,3.71,96.96,,,,,463.70,1641.85,1573.91,3,78,,,,,126.5,666,1029,19.64,6.11,,,1.55,0.06,,
07/09/2018,NYPD (Non-CIP),Dispute,5462,3.58,174.17,,,,,769.72,2741.23,2723.05,3,149,,,,,216,878,1563,32.86,9.93,,,2.84,0.06,,
07/09/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,372,3.77,159.25,,,,,248.74,2595.22,1182.32,3,135,,,,,58,1360.5,417,39.11,1.49,,,2.59,0.06,,
07/09/2018,NYPD (Non-CIP),Alarms,2756,3.60,120.88,,,,,702.59,3017.73,3017.73,3,104,,,,,255.5,1220.5,1853.5,38.59,9.70,,,1.95,0.06,,
07/09/2018,NYPD (Non-CIP),Past Crime,3672,3.65,208.35,,,,,890.43,4023.26,3962.68,3,177,,,,,257,1734,2490,52.21,11.37,,,3.41,0.06,,
07/09/2018,NYPD (Non-CIP),Other Crimes (In Progress),3254,3.57,157.70,,,,,392.34,1028.50,1022.06,3,132,,,,,99,326,647,10.60,3.91,,,2.57,0.06,,
07/09/2018,NYPD (Non-CIP),Possible Crimes,9183,3.54,147.05,,,,,727.42,3090.23,2979.01,3,115,,,,,233,1144,1704,39.38,9.67,,,2.39,0.06,,
07/09/2018,NYPD (Non-CIP),Vehicle Accident,3964,3.65,166.95,,,,,837.66,4009.93,3951.13,3,142,,,,,309,1979.5,2759,52.87,11.18,,,2.72,0.06,,
07/09/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1605,3.51,171.46,,,,,742.31,2477.27,2446.76,3,147,,,,,202,864,1457,28.92,9.51,,,2.80,0.06,,
07/16/2018,EMS,2. Non-Life Threatening Med Emergencies,14006,3.68,87.27,,,94.47,160.01,274.35,877.10,769.73,3,85,,,11.5,42,88,512,584.5,10.05,3.12,1.12,0.15,1.39,0.06,,
07/16/2018,EMS,1. Life Threating Med Emergencies,9393,3.68,71.21,,,77.13,142.72,182.86,587.13,510.23,3,76,,,12.5,39,81.5,363.5,447.5,6.74,1.86,1.12,0.13,1.13,0.06,,
07/16/2018,FDNY,3. Medical Emergencies,3640,3.69,236.45,,,70.26,231.28,262.70,543.92,450.58,3,116,,,5,49,6,264,391,4.69,0.44,1.96,0.09,3.88,0.06,,
07/16/2018,FDNY,4. Non-Medical Emergencies,3071,3.73,152.29,51.41,106.36,,,216.94,547.89,477.60,3,30,5,47,,,7,287,404,5.52,0.18,,,2.48,0.06,0.09,0.92
07/16/2018,FDNY,1. Structural Fires,222,3.51,32.10,36.57,93.76,,,102.98,295.33,293.59,3,18,5,47,,,7,192,284.5,3.21,0.15,,,0.48,0.06,0.08,0.95
